Country Name,"Country Code","Series Name","Series Code","1960 [YR1960]","1970 [YR1970]","1974 [YR1974]","1980 [YR1980]","1990 [YR1990]","2000 [YR2000]","2010 [YR2010]","2020 [YR2020]","2021 [YR2021]"
Angola,"AGO","Women participating in making major household purchase decisions (% of women age 15-49)","SG.DMK.PRCH.FN.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Angola,"AGO","Women participating in none of the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)","SG.DMK.NONE.FN.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Angola,"AGO","Women participating in own health care decisions (% of women age 15-49)","SG.DMK.HLTH.FN.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Angola,"AGO","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)","SG.DMK.ALLD.FN.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","A woman can apply for a passport in the same way as a man (1=yes; 0=no)","SG.APL.PSPT.EQ","NA","0","0","0","0","0","1","1","1"
Botswana,"BWA","A woman can be head of household in the same way as a man (1=yes; 0=no)","SG.HLD.HEAD.EQ","NA","0","0","0","0","0","1","1","1"
Botswana,"BWA","A woman can choose where to live in the same way as a man (1=yes; 0=no)","SG.LOC.LIVE.EQ","NA","1","1","1","1","1","1","1","1"
Botswana,"BWA","A woman can get a job in the same way as a man (1=yes; 0=no)","SG.GET.JOBS.EQ","NA","0","0","0","0","0","1","1","1"
Botswana,"BWA","A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no)","SG.OBT.DVRC.EQ","NA","1","1","1","1","1","1","1","1"
Botswana,"BWA","A woman can open a bank account in the same way as a man (1=yes; 0=no)","SG.OPN.BANK.EQ","NA","0","0","0","0","0","1","1","1"
Botswana,"BWA","A woman can register a business in the same way as a man (1=yes; 0=no)","SG.BUS.REGT.EQ","NA","0","0","0","0","0","1","1","1"
Botswana,"BWA","A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","NA","0","0","0","0","0","0","0","0"
Botswana,"BWA","A woman can travel outside her home in the same way as a man (1=yes; 0=no)","SG.HME.TRVL.EQ","NA","0","0","0","0","0","0","0","0"
Botswana,"BWA","A woman can travel outside the country in the same way as a man (1=yes; 0=no)","SG.CTR.TRVL.EQ","NA","1","1","1","1","1","1","1","1"
Botswana,"BWA","A woman can work at night in the same way as a man (1=yes; 0=no)","SG.NGT.WORK.EQ","NA","0","0","0","0","1","1","1","1"
Botswana,"BWA","A woman can work in a job deemed dangerous in the same way as a man (1=yes; 0=no)","SG.DNG.WORK.DN.EQ","NA","1","1","1","1","1","1","1","1"
Botswana,"BWA","A woman can work in an industrial job in the same way as a man (1=yes; 0=no)","SG.IND.WORK.EQ","NA","0","0","0","0","1","1","1","1"
Botswana,"BWA","A woman has the same rights to remarry as a man (1=yes; 0=no)","SG.REM.RIGT.EQ","NA","1","1","1","1","1","1","1","1"
Botswana,"BWA","Decision maker about a woman's own health care: mainly husband (% of women age 15-49)","SG.DMK.HLTH.HB.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Decision maker about a woman's own health care: mainly wife (% of women age 15-49)","SG.DMK.HLTH.WF.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Decision maker about a woman's own health care: other (% of women age 15-49)","SG.DMK.HLTH.OT.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Decision maker about a woman's own health care: someone else (% of women age 15-49)","SG.DMK.HLTH.SE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49)","SG.DMK.HLTH.WH.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Decision maker about a woman's visits to her family or relatives: mainly husband (% of women age 15-49)","SG.DMK.VISI.HB.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Decision maker about a woman's visits to her family or relatives: mainly wife (% of women age 15-49)","SG.DMK.VISI.WF.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Decision maker about a woman's visits to her family or relatives: other (% of women age 15-49)","SG.DMK.VISI.OT.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Decision maker about a woman's visits to her family or relatives: someone else (% of women age 15-49)","SG.DMK.VISI.SE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Decision maker about major household purchases: mainly husband (% of women age 15-49)","SG.DMK.PRCH.HB.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Decision maker about major household purchases: mainly wife (% of women age 15-49)","SG.DMK.PRCH.WF.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Decision maker about major household purchases: other (% of women age 15-49)","SG.DMK.PRCH.OT.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Decision maker about major household purchases: someone else (% of women age 15-49)","SG.DMK.PRCH.SE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Decision maker about major household purchases: wife and husband jointly (% of women age 15-49)","SG.DMK.PRCH.WH.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Decision maker about Visits to her family or relatives: wife and husband jointly (% of women age 15-49)","SG.DMK.VISI.WH.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)","SG.DMK.SRCR.FN.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Women participating in decision of visits to family, relatives, friends (% of women age 15-49)","SG.DMK.VISI.FN.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Women participating in decision of what food to cook daily (% of women age 15-49)","SG.DMK.FOOD.FN.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Women participating in making daily purchase decisions (% of women age 15-49)","SG.DMK.DPCH.FN.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Women participating in making major household purchase decisions (% of women age 15-49)","SG.DMK.PRCH.FN.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Women participating in none of the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)","SG.DMK.NONE.FN.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Women participating in own health care decisions (% of women age 15-49)","SG.DMK.HLTH.FN.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)","SG.DMK.ALLD.FN.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Burkina Faso,"BFA","A woman can apply for a passport in the same way as a man (1=yes; 0=no)","SG.APL.PSPT.EQ","NA","0","0","0","0","0","0","0","0"
Burkina Faso,"BFA","A woman can be head of household in the same way as a man (1=yes; 0=no)","SG.HLD.HEAD.EQ","NA","0","0","0","1","1","1","1","1"
Burkina Faso,"BFA","A woman can choose where to live in the same way as a man (1=yes; 0=no)","SG.LOC.LIVE.EQ","NA","1","1","1","1","1","1","1","1"
Burkina Faso,"BFA","A woman can get a job in the same way as a man (1=yes; 0=no)","SG.GET.JOBS.EQ","NA","0","0","0","1","1","1","1","1"
Burkina Faso,"BFA","A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no)","SG.OBT.DVRC.EQ","NA","1","1","1","1","1","1","1","1"
Burkina Faso,"BFA","A woman can open a bank account in the same way as a man (1=yes; 0=no)","SG.OPN.BANK.EQ","NA","1","1","1","1","1","1","1","1"
Burkina Faso,"BFA","A woman can register a business in the same way as a man (1=yes; 0=no)","SG.BUS.REGT.EQ","NA","1","1","1","1","1","1","1","1"
Burkina Faso,"BFA","A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","NA","0","0","0","0","0","0","1","1"
Burkina Faso,"BFA","A woman can travel outside her home in the same way as a man (1=yes; 0=no)","SG.HME.TRVL.EQ","NA","1","1","1","1","1","1","1","1"
Burkina Faso,"BFA","A woman can travel outside the country in the same way as a man (1=yes; 0=no)","SG.CTR.TRVL.EQ","NA","1","1","1","1","1","1","1","1"
Burkina Faso,"BFA","A woman can work at night in the same way as a man (1=yes; 0=no)","SG.NGT.WORK.EQ","NA","0","0","0","0","1","1","1","1"
Burkina Faso,"BFA","A woman can work in a job deemed dangerous in the same way as a man (1=yes; 0=no)","SG.DNG.WORK.DN.EQ","NA","0","0","0","0","0","0","0","0"
Burkina Faso,"BFA","A woman can work in an industrial job in the same way as a man (1=yes; 0=no)","SG.IND.WORK.EQ","NA","0","0","0","0","0","0","0","0"
Burkina Faso,"BFA","A woman has the same rights to remarry as a man (1=yes; 0=no)","SG.REM.RIGT.EQ","NA","0","0","0","0","0","0","0","0"
Burkina Faso,"BFA","Decision maker about a woman's own health care: mainly husband (% of women age 15-49)","SG.DMK.HLTH.HB.ZS","NA","NA","NA","NA","NA","NA","74.9","NA","NA"
Burkina Faso,"BFA","Decision maker about a woman's own health care: mainly wife (% of women age 15-49)","SG.DMK.HLTH.WF.ZS","NA","NA","NA","NA","NA","NA","7.9","NA","NA"
Burkina Faso,"BFA","Decision maker about a woman's own health care: other (% of women age 15-49)","SG.DMK.HLTH.OT.ZS","NA","NA","NA","NA","NA","NA","0.3","NA","NA"
Burkina Faso,"BFA","Decision maker about a woman's own health care: someone else (% of women age 15-49)","SG.DMK.HLTH.SE.ZS","NA","NA","NA","NA","NA","NA","1.1","NA","NA"
Burkina Faso,"BFA","Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49)","SG.DMK.HLTH.WH.ZS","NA","NA","NA","NA","NA","NA","15.8","NA","NA"
Burkina Faso,"BFA","Decision maker about a woman's visits to her family or relatives: mainly husband (% of women age 15-49)","SG.DMK.VISI.HB.ZS","NA","NA","NA","NA","NA","NA","46.6","NA","NA"
Burkina Faso,"BFA","Decision maker about a woman's visits to her family or relatives: mainly wife (% of women age 15-49)","SG.DMK.VISI.WF.ZS","NA","NA","NA","NA","NA","NA","35.2","NA","NA"
Burkina Faso,"BFA","Decision maker about a woman's visits to her family or relatives: other (% of women age 15-49)","SG.DMK.VISI.OT.ZS","NA","NA","NA","NA","NA","NA","0.5","NA","NA"
Burkina Faso,"BFA","Decision maker about a woman's visits to her family or relatives: someone else (% of women age 15-49)","SG.DMK.VISI.SE.ZS","NA","NA","NA","NA","NA","NA","0.5","NA","NA"
Burkina Faso,"BFA","Decision maker about major household purchases: mainly husband (% of women age 15-49)","SG.DMK.PRCH.HB.ZS","NA","NA","NA","NA","NA","NA","78.5","NA","NA"
Burkina Faso,"BFA","Decision maker about major household purchases: mainly wife (% of women age 15-49)","SG.DMK.PRCH.WF.ZS","NA","NA","NA","NA","NA","NA","3.6","NA","NA"
Burkina Faso,"BFA","Decision maker about major household purchases: other (% of women age 15-49)","SG.DMK.PRCH.OT.ZS","NA","NA","NA","NA","NA","NA","0.4","NA","NA"
Burkina Faso,"BFA","Decision maker about major household purchases: someone else (% of women age 15-49)","SG.DMK.PRCH.SE.ZS","NA","NA","NA","NA","NA","NA","0.9","NA","NA"
Burkina Faso,"BFA","Decision maker about major household purchases: wife and husband jointly (% of women age 15-49)","SG.DMK.PRCH.WH.ZS","NA","NA","NA","NA","NA","NA","16.4","NA","NA"
Burkina Faso,"BFA","Decision maker about Visits to her family or relatives: wife and husband jointly (% of women age 15-49)","SG.DMK.VISI.WH.ZS","NA","NA","NA","NA","NA","NA","17.1","NA","NA"
Burkina Faso,"BFA","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)","SG.DMK.SRCR.FN.ZS","NA","NA","NA","NA","NA","NA","20.3","NA","NA"
Burkina Faso,"BFA","Women participating in decision of visits to family, relatives, friends (% of women age 15-49)","SG.DMK.VISI.FN.ZS","NA","NA","NA","NA","NA","NA","52.3","NA","NA"
Burkina Faso,"BFA","Women participating in decision of what food to cook daily (% of women age 15-49)","SG.DMK.FOOD.FN.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Burkina Faso,"BFA","Women participating in making daily purchase decisions (% of women age 15-49)","SG.DMK.DPCH.FN.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Burkina Faso,"BFA","Women participating in making major household purchase decisions (% of women age 15-49)","SG.DMK.PRCH.FN.ZS","NA","NA","NA","NA","NA","NA","20","NA","NA"
Burkina Faso,"BFA","Women participating in none of the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)","SG.DMK.NONE.FN.ZS","NA","NA","NA","NA","NA","NA","41","NA","NA"
Burkina Faso,"BFA","Women participating in own health care decisions (% of women age 15-49)","SG.DMK.HLTH.FN.ZS","NA","NA","NA","NA","NA","NA","23.7","NA","NA"
Burkina Faso,"BFA","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)","SG.DMK.ALLD.FN.ZS","NA","NA","NA","NA","NA","NA","12","NA","NA"
Burundi,"BDI","A woman can apply for a passport in the same way as a man (1=yes; 0=no)","SG.APL.PSPT.EQ","NA","0","0","0","0","1","1","1","1"
Burundi,"BDI","A woman can be head of household in the same way as a man (1=yes; 0=no)","SG.HLD.HEAD.EQ","NA","0","0","0","0","0","0","0","0"
Burundi,"BDI","A woman can choose where to live in the same way as a man (1=yes; 0=no)","SG.LOC.LIVE.EQ","NA","1","1","1","1","1","1","1","1"
Burundi,"BDI","A woman can get a job in the same way as a man (1=yes; 0=no)","SG.GET.JOBS.EQ","NA","0","0","0","0","1","1","1","1"
Burundi,"BDI","A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no)","SG.OBT.DVRC.EQ","NA","0","0","0","0","1","1","1","1"
Burundi,"BDI","A woman can open a bank account in the same way as a man (1=yes; 0=no)","SG.OPN.BANK.EQ","NA","1","1","1","1","1","1","1","1"
Burundi,"BDI","A woman can register a business in the same way as a man (1=yes; 0=no)","SG.BUS.REGT.EQ","NA","1","1","1","1","1","1","1","1"
Burundi,"BDI","A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","NA","0","0","0","0","0","0","0","0"
Burundi,"BDI","A woman can travel outside her home in the same way as a man (1=yes; 0=no)","SG.HME.TRVL.EQ","NA","1","1","1","1","1","1","1","1"
Burundi,"BDI","A woman can travel outside the country in the same way as a man (1=yes; 0=no)","SG.CTR.TRVL.EQ","NA","1","1","1","1","1","1","1","1"
Burundi,"BDI","A woman can work at night in the same way as a man (1=yes; 0=no)","SG.NGT.WORK.EQ","NA","1","1","1","1","1","1","1","1"
Burundi,"BDI","A woman can work in a job deemed dangerous in the same way as a man (1=yes; 0=no)","SG.DNG.WORK.DN.EQ","NA","1","1","1","1","1","1","1","1"
Burundi,"BDI","A woman can work in an industrial job in the same way as a man (1=yes; 0=no)","SG.IND.WORK.EQ","NA","1","1","1","1","1","1","1","1"
Burundi,"BDI","A woman has the same rights to remarry as a man (1=yes; 0=no)","SG.REM.RIGT.EQ","NA","0","0","0","0","0","0","0","0"
Burundi,"BDI","Decision maker about a woman's own health care: mainly husband (% of women age 15-49)","SG.DMK.HLTH.HB.ZS","NA","NA","NA","NA","NA","NA","22.6","NA","NA"
Burundi,"BDI","Decision maker about a woman's own health care: mainly wife (% of women age 15-49)","SG.DMK.HLTH.WF.ZS","NA","NA","NA","NA","NA","NA","13.6","NA","NA"
Burundi,"BDI","Decision maker about a woman's own health care: other (% of women age 15-49)","SG.DMK.HLTH.OT.ZS","NA","NA","NA","NA","NA","NA","0.1","NA","NA"
Burundi,"BDI","Decision maker about a woman's own health care: someone else (% of women age 15-49)","SG.DMK.HLTH.SE.ZS","NA","NA","NA","NA","NA","NA","0.1","NA","NA"
Burundi,"BDI","Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49)","SG.DMK.HLTH.WH.ZS","NA","NA","NA","NA","NA","NA","63.6","NA","NA"
Burundi,"BDI","Decision maker about a woman's visits to her family or relatives: mainly husband (% of women age 15-49)","SG.DMK.VISI.HB.ZS","NA","NA","NA","NA","NA","NA","21.9","NA","NA"
Burundi,"BDI","Decision maker about a woman's visits to her family or relatives: mainly wife (% of women age 15-49)","SG.DMK.VISI.WF.ZS","NA","NA","NA","NA","NA","NA","11.7","NA","NA"
Burundi,"BDI","Decision maker about a woman's visits to her family or relatives: other (% of women age 15-49)","SG.DMK.VISI.OT.ZS","NA","NA","NA","NA","NA","NA","0.3","NA","NA"
Burundi,"BDI","Decision maker about a woman's visits to her family or relatives: someone else (% of women age 15-49)","SG.DMK.VISI.SE.ZS","NA","NA","NA","NA","NA","NA","0","NA","NA"
Burundi,"BDI","Decision maker about major household purchases: mainly husband (% of women age 15-49)","SG.DMK.PRCH.HB.ZS","NA","NA","NA","NA","NA","NA","42.2","NA","NA"
Burundi,"BDI","Decision maker about major household purchases: mainly wife (% of women age 15-49)","SG.DMK.PRCH.WF.ZS","NA","NA","NA","NA","NA","NA","7.9","NA","NA"
Burundi,"BDI","Decision maker about major household purchases: other (% of women age 15-49)","SG.DMK.PRCH.OT.ZS","NA","NA","NA","NA","NA","NA","0.4","NA","NA"
Burundi,"BDI","Decision maker about major household purchases: someone else (% of women age 15-49)","SG.DMK.PRCH.SE.ZS","NA","NA","NA","NA","NA","NA","0","NA","NA"
Burundi,"BDI","Decision maker about major household purchases: wife and husband jointly (% of women age 15-49)","SG.DMK.PRCH.WH.ZS","NA","NA","NA","NA","NA","NA","49.5","NA","NA"
Burundi,"BDI","Decision maker about Visits to her family or relatives: wife and husband jointly (% of women age 15-49)","SG.DMK.VISI.WH.ZS","NA","NA","NA","NA","NA","NA","66","NA","NA"
Burundi,"BDI","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)","SG.DMK.SRCR.FN.ZS","NA","NA","NA","NA","NA","NA","49","NA","NA"
Burundi,"BDI","Women participating in decision of visits to family, relatives, friends (% of women age 15-49)","SG.DMK.VISI.FN.ZS","NA","NA","NA","NA","NA","NA","77.7","NA","NA"
Burundi,"BDI","Women participating in decision of what food to cook daily (% of women age 15-49)","SG.DMK.FOOD.FN.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
