Series Name,Series Code,Country Name,Country Code,2019 [YR2019],2020 [YR2020],2021 [YR2021]
IC.WEF.LLCO.FE.ZS,,Share of female business owners (% of total business owners),,Share of female business is the proportion of female newly registered limited liability company owners out of the total number of newly registered limited liability company owners in the economy in the calendar year.,World Bank's Entrepreneurship Survey and database (http://www.doingbusiness.org/data/exploretopics/entrepreneurship).,Entrepreneurship,,,,"Data are collected by the World Bank Group’s Entrepreneurship Database.  To facilitate cross-country comparability, the Entrepreneurship Database employs a consistent unit of measurement, source of information, and concept of entrepreneurship that is applicable and available among the diverse sample of participating economies.

The data collection process involves telephone interviews and email correspondence with business registries in 73 economies. The main sources of information for this study are national business registries. In a limited number of cases where the business registry was unable to provide the data - most often due to an absence of digitized registration systems - the Entrepreneurship Database uses other alternatives sources, such as statistical agencies, tax and labor agencies, chambers of commerce, and private vendors or publicly available data.

The data includes all limited liability corporations regardless of size. Partnerships and sole proprietorships are not considered in the analysis due to the differences with respect to their definition and regulation worldwide. Data on the number of total or closed firms are not included due to heterogeneity in how these entities are defined and measured.","Measuring women’s entrepreneurial activity is critically important for a better understanding of how female entrepreneurs contribute to the economy and society. The lack of comprehensive sex-disaggregated data on business entry and ownership presents a significant obstacle to the global and diversified analysis of female entrepreneurship. Due to insufficient standardized and country-comparable data, the diagnostics of gender gaps in entrepreneurship are limited.
In here, to measure female entrepreneurial activity, annual data is collected directly from 73 company registrars on the number of female/male business owners of LLCs, female/ male sole proprietors and female/ male directors of LLCs, over the past four years.

The importance of female entrepreneurship for economic development is widely recognized. Numerous studies demonstrate the positive impact of female entrepreneurs on economic growth and development, as well as sustainable and durable peace. Moreover, economies characterized by high levels of female entrepreneurial activity are more resilient to financial crises and experience economic slowdowns less frequently. Despite different methodologies, these studies find significant socioeconomic benefits of female entrepreneurship.","The definition of entrepreneurship used is limited to the formal sector. Yet, it should be noted that the exclusion of the informal sector is based on the difficulties of quantifying the number of firms that compose it, rather than on its relevance for developing economies. The Entrepreneurship Database facilitates the analysis of the growth of the formal private sector and the identification of factors that encourage firms to begin operations in or transition to the formal sector. Data is collected all limited liability corporations regardless of size. Partnerships and sole proprietorships are not considered in the analysis due to the differences with respect to their definition and regulation worldwide. Data on the number of total or closed firms are not included due to heterogeneity in how these entities are defined and measured.

The data itself only provides a snapshot of a given economy's business demographics, and cannot by itself explain the factors that affect the business creation cycle. However, when the Entrepreneurship Database is combined with other data such as the Doing Business Report, Investment Climate Assessments, and/or OECD Entrepreneurship Indicators, researchers and policymakers can better understand the dynamics of the business creation process.","For cross-country comparability, only limited liability corporations that operate in the formal sector are included.",,,
IC.WEF.LLCD.FE.ZS,,Share of female directors (% of total directors),,Share of female directors is the proportion of female directors of newly registered limited liability companies out of the total number of directors of newly registered limited liability companies in the economy in the calendar year. A  director is defined as an individual who conducts the affairs of newly registered limited liability companies in the calendar year.,World Bank's Entrepreneurship Survey and database (http://www.doingbusiness.org/data/exploretopics/entrepreneurship).,Entrepreneurship,,,,"Data are collected by the World Bank Group’s Entrepreneurship Database.  To facilitate cross-country comparability, the Entrepreneurship Database employs a consistent unit of measurement, source of information, and concept of entrepreneurship that is applicable and available among the diverse sample of participating economies.

The data collection process involves telephone interviews and email correspondence with business registries in 73 economies. The main sources of information for this study are national business registries. In a limited number of cases where the business registry was unable to provide the data - most often due to an absence of digitized registration systems - the Entrepreneurship Database uses other alternatives sources, such as statistical agencies, tax and labor agencies, chambers of commerce, and private vendors or publicly available data.

The data includes all limited liability corporations regardless of size. Partnerships and sole proprietorships are not considered in the analysis due to the differences with respect to their definition and regulation worldwide. Data on the number of total or closed firms are not included due to heterogeneity in how these entities are defined and measured.","Measuring women’s entrepreneurial activity is critically important for a better understanding of how female entrepreneurs contribute to the economy and society. The lack of comprehensive sex-disaggregated data on business entry and ownership presents a significant obstacle to the global and diversified analysis of female entrepreneurship. Due to insufficient standardized and country-comparable data, the diagnostics of gender gaps in entrepreneurship are limited.
In here, to measure female entrepreneurial activity, annual data is collected directly from 73 company registrars on the number of female/male business owners of LLCs, female/ male sole proprietors and female/ male directors of LLCs, over the past four years.

The importance of female entrepreneurship for economic development is widely recognized. Numerous studies demonstrate the positive impact of female entrepreneurs on economic growth and development, as well as sustainable and durable peace. Moreover, economies characterized by high levels of female entrepreneurial activity are more resilient to financial crises and experience economic slowdowns less frequently. Despite different methodologies, these studies find significant socioeconomic benefits of female entrepreneurship.","The definition of entrepreneurship used is limited to the formal sector. Yet, it should be noted that the exclusion of the informal sector is based on the difficulties of quantifying the number of firms that compose it, rather than on its relevance for developing economies. The Entrepreneurship Database facilitates the analysis of the growth of the formal private sector and the identification of factors that encourage firms to begin operations in or transition to the formal sector. Data is collected all limited liability corporations regardless of size. Partnerships and sole proprietorships are not considered in the analysis due to the differences with respect to their definition and regulation worldwide. Data on the number of total or closed firms are not included due to heterogeneity in how these entities are defined and measured.

The data itself only provides a snapshot of a given economy's business demographics, and cannot by itself explain the factors that affect the business creation cycle. However, when the Entrepreneurship Database is combined with other data such as the Doing Business Report, Investment Climate Assessments, and/or OECD Entrepreneurship Indicators, researchers and policymakers can better understand the dynamics of the business creation process.","For cross-country comparability, only limited liability corporations that operate in the formal sector are included.",,,
IC.WEF.SOLO.FE.ZS,,Share of female sole proprietors  (% of sole proprietors),,Share of female sole proprietors is the proportion of female newly registered sole proprietors out of the total number of newly registered sole proprietors in the economy in the calendar year. A sole proprietorship is a business entity owned and managed by a single individual who is indistinguishable from the business and personally liable.,World Bank's Entrepreneurship Survey and database (http://www.doingbusiness.org/data/exploretopics/entrepreneurship).,Entrepreneurship,,,,"Data are collected by the World Bank Group’s Entrepreneurship Database.  To facilitate cross-country comparability, the Entrepreneurship Database employs a consistent unit of measurement, source of information, and concept of entrepreneurship that is applicable and available among the diverse sample of participating economies.

The data collection process involves telephone interviews and email correspondence with business registries in 73 economies. The main sources of information for this study are national business registries. In a limited number of cases where the business registry was unable to provide the data - most often due to an absence of digitized registration systems - the Entrepreneurship Database uses other alternatives sources, such as statistical agencies, tax and labor agencies, chambers of commerce, and private vendors or publicly available data.          
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             While sole proprietorships data is collected and presented, due to differences in the definition of sole proprietors across countries, cross-country comparability is applicable only to limited liability corporations that operate in the formal sector.","Measuring women’s entrepreneurial activity is critically important for a better understanding of how female entrepreneurs contribute to the economy and society. The lack of comprehensive sex-disaggregated data on business entry and ownership presents a significant obstacle to the global and diversified analysis of female entrepreneurship. Due to insufficient standardized and country-comparable data, the diagnostics of gender gaps in entrepreneurship are limited.
In here, to measure female entrepreneurial activity, annual data is collected directly from 73 company registrars on the number of female/male business owners of LLCs, female/ male sole proprietors and female/ male directors of LLCs, over the past four years.

The importance of female entrepreneurship for economic development is widely recognized. Numerous studies demonstrate the positive impact of female entrepreneurs on economic growth and development, as well as sustainable and durable peace. Moreover, economies characterized by high levels of female entrepreneurial activity are more resilient to financial crises and experience economic slowdowns less frequently. Despite different methodologies, these studies find significant socioeconomic benefits of female entrepreneurship.","The definition of entrepreneurship used is limited to the formal sector. Yet, it should be noted that the exclusion of the informal sector is based on the difficulties of quantifying the number of firms that compose it, rather than on its relevance for developing economies. The Entrepreneurship Database facilitates the analysis of the growth of the formal private sector and the identification of factors that encourage firms to begin operations in or transition to the formal sector. Data is collected on sole proprietorship. Data on the number of total or closed sole proprietorships are not included.      
                                                                                                                                                                                                                                                                                                                                                                                                  The data itself only provides a snapshot of a given economy's business demographics, and cannot by itself explain the factors that affect the business creation cycle. However, when the Entrepreneurship Database is combined with other data such as the Doing Business Report, Investment Climate Assessments, and/or OECD Entrepreneurship Indicators, researchers and policymakers can better understand the dynamics of the business creation process.",Cross-country comparability is not applicable to sole proprietorships due to differences in definition of sole proprietors across countries.,,,
IC.REG.PROC,CC BY-4.0,Start-up procedures to register a business (number),,"Start-up procedures are those required to start a business, including interactions to obtain necessary permits and licenses and to complete all inscriptions, verifications, and notifications to start operations. Data are for businesses with specific characteristics of ownership, size, and type of production.","World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme",Entrepreneurship,,Annual,Unweighted average,"Data are collected by the World Bank with a standardized survey that uses a simple business case to ensure comparability across economies and over time - with assumptions about the legal form of the business, its size, its location, and nature of its operation. Surveys are administered through more than 9,000 local experts, including lawyers, business consultants, accountants, freight forwarders, government officials, and other professionals who routinely administer or advise on legal and regulatory requirements.

Entrepreneurs around the world face a range of challenges. One of them is inefficient regulation. The indicator measures the procedures, time, cost and paid-in minimum capital required for a small or medium-size limited liability company to start up and formally operate.

The Doing Business project of the World Bank encompasses two types of data: data from readings of laws and regulations and data on time and motion indicators that measure efficiency in achieving a regulatory goal. Within the time and motion indicators cost estimates are recorded from official fee schedules where applicable. The data from surveys are subjected to numerous tests for robustness, which lead to revision or expansion of the information collected.","The economic health of a country is measured not only in macroeconomic terms but also by other factors that shape daily economic activity such as laws, regulations, and institutional arrangements. The data measure business regulation, gauge regulatory outcomes, and measure the extent of legal protection of property, the flexibility of employment regulation, and the tax burden on businesses.

The fundamental premise of this data is that economic activity requires good rules and regulations that are efficient, accessible to all who need to use them, and simple to implement. Thus sometimes there is more emphasis on more regulation, such as stricter disclosure requirements in related-party transactions, and other times emphasis is on for simplified regulations, such as a one-stop shop for completing business startup formalities.

Entrepreneurs may not be aware of all required procedures or may avoid legally required procedures altogether. But where regulation is particularly onerous, levels of informality are higher, which comes at a cost: firms in the informal sector usually grow more slowly, have less access to credit, and employ fewer workers - and those workers remain outside the protections of labor law. The indicator can help policymakers understand the business environment in a country and - along with information from other sources such as the World Bank's Enterprise Surveys - provide insights into potential areas of reform.","The Doing Business methodology has limitations that should be considered when interpreting the data. First, the data collected refer to businesses in the economy's largest city and may not represent regulations in other locations of the economy. To address this limitation, subnational indicators are being collected for selected economies. These subnational studies point to significant differences in the speed of reform and the ease of doing business across cities in the same economy. Second, the data often focus on a specific business form - generally a limited liability company of a specified size - and may not represent regulation for other types of businesses such as sole proprietorships. Third, transactions described in a standardized business case refer to a specific set of issues and may not represent the full set of issues a business encounters. Fourth, the time measures involve an element of judgment by the expert respondents. When sources indicate different estimates, the Doing Business time indicators represent the median values of several responses given under the assumptions of the standardized case. Fifth, the methodology assumes that a business has full information on what is required and does not waste time when completing procedures.",Data are presented for the survey year instead of publication year.,,https://datacatalog.worldbank.org/public-licenses#cc-by,
IC.REG.PROC.FE,CC BY-4.0,"Start-up procedures to register a business, female (number)",,"Start-up procedures are those required to start a business, including interactions to obtain necessary permits and licenses and to complete all inscriptions, verifications, and notifications to start operations. Data are for businesses with specific characteristics of ownership, size, and type of production.","World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme",Entrepreneurship,,Annual,Unweighted average,"Data are collected by the World Bank with a standardized survey that uses a simple business case to ensure comparability across economies and over time - with assumptions about the legal form of the business, its size, its location, and nature of its operation. Surveys are administered through more than 9,000 local experts, including lawyers, business consultants, accountants, freight forwarders, government officials, and other professionals who routinely administer or advise on legal and regulatory requirements.

Entrepreneurs around the world face a range of challenges. One of them is inefficient regulation. This indicator measures the number of procedure for a small- to medium-size limited liability company to start up and formally operate in each economy’s largest business city.  To make the data comparable across 190 economies, Doing Business uses a standardized business that is 100% domestically owned, has a start-up capital equivalent to 10 times the income per capita, engages in general industrial or commercial activities and employs between 10 and 50 people one month after the commencement of operations, all of whom are domestic nationals.  The starting a business indicators consider two cases of local limited liability companies that are identical in all aspects, except that one company is owned by five married women and the other by five married men.  

The Doing Business project of the World Bank encompasses two types of data: data from readings of laws and regulations and data on time and motion indicators that measure efficiency in achieving a regulatory goal. Within the time and motion indicators cost estimates are recorded from official fee schedules where applicable. The data from surveys are subjected to numerous tests for robustness, which lead to revision or expansion of the information collected.","The economic health of a country is measured not only in macroeconomic terms but also by other factors that shape daily economic activity such as laws, regulations, and institutional arrangements. The data measure business regulation, gauge regulatory outcomes, and measure the extent of legal protection of property, the flexibility of employment regulation, and the tax burden on businesses.

The fundamental premise of this data is that economic activity requires good rules and regulations that are efficient, accessible to all who need to use them, and simple to implement. Thus sometimes there is more emphasis on more regulation, such as stricter disclosure requirements in related-party transactions, and other times emphasis is on for simplified regulations, such as a one-stop shop for completing business startup formalities.

Entrepreneurs may not be aware of all required procedures or may avoid legally required procedures altogether. But where regulation is particularly onerous, levels of informality are higher, which comes at a cost: firms in the informal sector usually grow more slowly, have less access to credit, and employ fewer workers - and those workers remain outside the protections of labor law. The indicator can help policymakers understand the business environment in a country and - along with information from other sources such as the World Bank's Enterprise Surveys - provide insights into potential areas of reform.","The Doing Business methodology has limitations that should be considered when interpreting the data. First, the data collected refer to businesses in the economy's largest city and may not represent regulations in other locations of the economy. To address this limitation, subnational indicators are being collected for selected economies. These subnational studies point to significant differences in the speed of reform and the ease of doing business across cities in the same economy. Second, the data often focus on a specific business form - generally a limited liability company of a specified size - and may not represent regulation for other types of businesses such as sole proprietorships. Third, transactions described in a standardized business case refer to a specific set of issues and may not represent the full set of issues a business encounters. Fourth, the time measures involve an element of judgment by the expert respondents. When sources indicate different estimates, the Doing Business time indicators represent the median values of several responses given under the assumptions of the standardized case. Fifth, the methodology assumes that a business has full information on what is required and does not waste time when completing procedures. Please also see: https://www.doingbusiness.org/en/about-us/faq",Data are presented for the survey year instead of publication year.,,https://datacatalog.worldbank.org/public-licenses#cc-by,
IC.REG.PROC.MA,CC BY-4.0,"Start-up procedures to register a business, male (number)",,"Start-up procedures are those required to start a business, including interactions to obtain necessary permits and licenses and to complete all inscriptions, verifications, and notifications to start operations. Data are for businesses with specific characteristics of ownership, size, and type of production.","World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme",Entrepreneurship,,Annual,Unweighted average,"This indicator measures the number of procedures for a small- to medium-size limited liability company to start up and formally operate in each economy’s largest business city.  To make the data comparable across 190 economies, Doing Business uses a standardized business that is 100% domestically owned, has a start-up capital equivalent to 10 times the income per capita, engages in general industrial or commercial activities and employs between 10 and 50 people one month after the commencement of operations, all of whom are domestic nationals. The starting a business indicators consider two cases of local limited liability companies that are identical in all aspects, except that one company is owned by five married women and the other by five married men.","The economic health of a country is measured not only in macroeconomic terms but also by other factors that shape daily economic activity such as laws, regulations, and institutional arrangements. The data measure business regulation, gauge regulatory outcomes, and measure the extent of legal protection of property, the flexibility of employment regulation, and the tax burden on businesses.

The fundamental premise of this data is that economic activity requires good rules and regulations that are efficient, accessible to all who need to use them, and simple to implement. Thus sometimes there is more emphasis on more regulation, such as stricter disclosure requirements in related-party transactions, and other times emphasis is on for simplified regulations, such as a one-stop shop for completing business startup formalities.

Entrepreneurs may not be aware of all required procedures or may avoid legally required procedures altogether. But where regulation is particularly onerous, levels of informality are higher, which comes at a cost: firms in the informal sector usually grow more slowly, have less access to credit, and employ fewer workers - and those workers remain outside the protections of labor law. The indicator can help policymakers understand the business environment in a country and - along with information from other sources such as the World Bank's Enterprise Surveys - provide insights into potential areas of reform.","The Doing Business methodology has limitations that should be considered when interpreting the data. First, the data collected refer to businesses in the economy's largest city and may not represent regulations in other locations of the economy. To address this limitation, subnational indicators are being collected for selected economies. These subnational studies point to significant differences in the speed of reform and the ease of doing business across cities in the same economy. Second, the data often focus on a specific business form - generally a limited liability company of a specified size - and may not represent regulation for other types of businesses such as sole proprietorships. Third, transactions described in a standardized business case refer to a specific set of issues and may not represent the full set of issues a business encounters. Fourth, the time measures involve an element of judgment by the expert respondents. When sources indicate different estimates, the Doing Business time indicators represent the median values of several responses given under the assumptions of the standardized case. Fifth, the methodology assumes that a business has full information on what is required and does not waste time when completing procedures. Please also see: https://www.doingbusiness.org/en/about-us/faq",Data are presented for the survey year instead of publication year.,,https://datacatalog.worldbank.org/public-licenses#cc-by,
fin14b.a.2,,"Used the internet to buy something online in the past year, female(% age 15+)","The percentage of respondents who report using the internet to buy something online in the past 12 months, female (% age 15+).","The percentage of respondents who report using the internet to buy something online in the past 12 months, female (% age 15+).",Global Findex database,Technology,Percent,Triennial,Weighted Average,,,,,,,
fin14b.a,,Used the internet to buy something online in the past year(% age 15+),The percentage of respondents who report using the internet to buy something online in the past 12 months.,The percentage of respondents who report using the internet to buy something online in the past 12 months.,Global Findex database,Technology,Percent,Triennial,Weighted Average,,,,,,,
fin14b.a.1,,"Used the internet to buy something online in the past year, male(% age 15+)","The percentage of respondents who report using the internet to buy something online in the past 12 months, male (% age 15+).","The percentage of respondents who report using the internet to buy something online in the past 12 months, male (% age 15+).",Global Findex database,Technology,Percent,Triennial,Weighted Average,,,,,,,
fin14a.a,,Used the internet to pay bills in the past year (% age 15+),The percentage of respondents who report using the internet to pay bills in the past 12 months.,The percentage of respondents who report using the internet to pay bills in the past 12 months.,Global Findex database,Technology,Percent,Triennial,Weighted Average,,,,,,,
fin14a.a.2,,"Used the internet to pay bills in the past year , female(% age 15+)","The percentage of respondents who report using the internet to pay bills in the past 12 months, female (% age 15+).","The percentage of respondents who report using the internet to pay bills in the past 12 months, female (% age 15+).",Global Findex database,Technology,Percent,Triennial,Weighted Average,,,,,,,
fin14a.a.1,,"Used the internet to pay bills in the past year, male (% age 15+)","The percentage of respondents who report using the internet to pay bills in the past 12 months, male (% age 15+).","The percentage of respondents who report using the internet to pay bills in the past 12 months, male (% age 15+).",Global Findex database,Technology,Percent,Triennial,Weighted Average,,,,,,,
fin14abca.t.d,,Used the internet to pay bills or to buy something online in the past year (% age 15+),The percentage of respondents who report using the internet to pay bills or buy something online in the past 12 months.,The percentage of respondents who report using the internet to pay bills or buy something online in the past 12 months.,Global Findex database,Technology,Percent,Triennial,Weighted Average,,,,,,,
fin14abca.t.d.2,,"Used the internet to pay bills or to buy something online in the past year, female (% age 15+)","The percentage of respondents who report using the internet to pay bills or buy something online in the past 12 months, female (% age 15+).","The percentage of respondents who report using the internet to pay bills or buy something online in the past 12 months, female (% age 15+).",Global Findex database,Technology,Percent,Triennial,Weighted Average,,,,,,,
fin14abca.t.d.1,,"Used the internet to pay bills or to buy something online in the past year, male (% age 15+)","The percentage of respondents who report using the internet to pay bills or buy something online in the past 12 months, male (% age 15+).","The percentage of respondents who report using the internet to pay bills or buy something online in the past 12 months, male (% age 15+).",Global Findex database,Technology,Percent,Triennial,Weighted Average,,,,,,,
SE.SEC.ENRL.FE.VO.ZS,CC BY-4.0,"Vocational and Technical enrolment (% of total secondary enrolment), female",,,,Education,,Annual,,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
SE.SEC.ENRL.VO.ZS,CC BY-4.0,"Vocational and Technical enrolment (% of total secondary enrolment), total",,,"UNESCO Institute for Statistics (UIS). UIS.Stat Bulk Data Download Service. Accessed October 24, 2022. https://apiportal.uis.unesco.org/bdds.",Education,,Annual,,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
SG.DMK.SRCR.FN.ZS,CC BY-4.0,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",,Proportion of women ages 15-49 years (married or in union) who make their own decision on all three selected areas i.e. can say no to sexual intercourse with their husband or partner if they do not want; decide on use of contraception; and decide on their own health care. Only women who provide a “yes” answer to all three components are considered as women who “make her own decisions regarding sexual and reproductive”.,Demographic and Health Surveys compiled by United Nations Population Fund,Norms and Decision-making,,Annual,,Numerator of the indicator is number of married or in union women ages 15-49 who have been interviewed and satisfy all three empowerment criteria: 1)who can say "no" to sex; and 2)for whom the decision on contraception is not mainly made by the husband/partner; and 3) for whom decision on health care for themselves ins not usually made by the husband/partner or someone else.  Denominator of the indicator is the total number of women ages 15-49 who are married or in union and who have been interviewed.,"Women‘s participation in decisions being made in their own households, that is households in which they usually live with their spouse and/or children with or without others, is widely accepted as a universal indicator of women‘s empowerment. The ability of women to make decisions that affect their personal circumstances is an essential element of their empowerment and serves as an important contributor to their overall development.","Current estimates of the indicator are based on currently married or in union women of reproductive age (15-49 years old) who are using any type of contraception.  In the current Demographic and Health Surveys (DHS),  the question on decision-making on use of contraception is only asked to women who are currently using contraception. Because the questions on decision- making on sexual relations and health care are restricted to women (15-49) currently married or in union, the denominator for Indicator 5.6.1 is women 15-49, who are currently married or in union and currently using contraception.  However, agreement has been reached with Macro/ICF for upcoming DHS surveys to ask the question on decision on use of contraception to all married/ in union women aged 15-49 years, whether they are currently using any contraception or not. The DHS model questionnaire for Phase 7 already includes the question on decision-making for women who are not currently using any contraception.",This is the Sustainable Development Goal indicator 5.6.1[https://unstats.un.org/sdgs/metadata/].,,https://datacatalog.worldbank.org/public-licenses#cc-by,
SG.DMK.VISI.FN.ZS,CC BY-4.0,"Women participating in decision of visits to family, relatives, friends (% of women age 15-49)",,"Women participating in decision of visits to family, relatives, friends is Percentage of currently married women aged 15-49 who say that they alone or jointly have the final say in visits to family, relatives, friends",Demographic and Health Surveys (DHS),Norms and Decision-making,,Annual,,"Women participating in decision of visits to family, relatives, friends is the number of currently married women aged 15-49 who say they alone or jointly with thier husband have the final say in visits to family, relatives, friends, expressed as percentage of currently married women aged 15-49 who have been interviewed and it's derived by dividing the number of currently married women aged 15-49 who responded they alone or jointly have the final say in visits to family, relatives, friends by total number of currently married women age 15-49 who have been interviewed.","Women‘s participation in decisions being made in their own households, that is households in which they usually live with their spouse and/or children with or without others, is widely accepted as a universal indicator of women‘s empowerment. The ability of women to make decisions that affect their personal circumstances is an essential element of their empowerment and serves as an important contributor to their overall development.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
SG.DMK.FOOD.FN.ZS,CC BY-4.0,Women participating in decision of what food to cook daily (% of women age 15-49),,Women participating in decision of what food to cook daily is Percentage of currently married women aged 15-49 who say that they alone or jointly have the final say in what food to cook daily,Demographic and Health Surveys (DHS),Norms and Decision-making,,Annual,,"Women participating in decisions of what food to cook daily is the number of currently married women aged 15-49 who say they alone or jointly have the final say in what food to cook daily, expressed as percentage of currently married women aged 15-49 who have been interviewed and it's derived by dividing the number of currently married women aged 15-49 who responded they alone or jointly have the final say in what food to cook daily by total number of currently married women age 15-49 who have been interviewed.","Women‘s participation in decisions being made in their own households, that is households in which they usually live with their spouse and/or children with or without others, is widely accepted as a universal indicator of women‘s empowerment. The ability of women to make decisions that affect their personal circumstances is an essential element of their empowerment and serves as an important contributor to their overall development.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
SG.DMK.DPCH.FN.ZS,CC BY-4.0,Women participating in making daily purchase decisions (% of women age 15-49),,Women participating in making daily purchase decisions is Percentage of currently married women aged 15-49 who say that they alone or jointly have the final say in making daily purchases,Demographic and Health Surveys (DHS),Norms and Decision-making,,Annual,,"Women participating in making daily purchase decisions is the number of currently married women aged 15-49 who say they alone or jointly have the final say in making daily purchases, expressed as percentage of currently married women aged 15-49 who have been interviewed and it's derived by dividing the number of currently married women aged 15-49 who responded they alone or jointly have the final say in making daily purchases by total number of currently married women age 15-49 who have been interviewed.","Women‘s participation in decisions being made in their own households, that is households in which they usually live with their spouse and/or children with or without others, is widely accepted as a universal indicator of women‘s empowerment. The ability of women to make decisions that affect their personal circumstances is an essential element of their empowerment and serves as an important contributor to their overall development.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
SG.DMK.PRCH.FN.ZS,CC BY-4.0,Women participating in making major household purchase decisions (% of women age 15-49),,Women participating in making major household purchase decisions is Percentage of currently married women aged 15-49 who say that they alone or jointly have the final say in making major household purchases,Demographic and Health Surveys (DHS),Norms and Decision-making,,Annual,,"Women participating in making major household purchase decision is the number of currently married women aged 15-49 who say that they alone or jointly with thier husband have the final say in making major household purchases, expressed as percentage of currently married women aged 15-49 who have been interviewed and it's derived by dividing the number of currently married women aged 15-49 who responded they alone or jointly have the final say in making major household purchases by total number of currently married women age 15-49 who have been interviewed.","Women‘s participation in decisions being made in their own households, that is households in which they usually live with their spouse and/or children with or without others, is widely accepted as a universal indicator of women‘s empowerment. The ability of women to make decisions that affect their personal circumstances is an essential element of their empowerment and serves as an important contributor to their overall development.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
SG.DMK.NONE.FN.ZS,CC BY-4.0,"Women participating in none of the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",,"Women participating in none of the three decisions (own health care, major household purchases, and visiting family) is Percentage of currently married women aged 15-49 who say that they alone or jointly have the final say in none of the three decisions (own health care, major household purchases, and visiting family)",Demographic and Health Surveys (DHS),Norms and Decision-making,,Annual,,"Women participating in none of the three decisions (own health care, major household purchases, and visiting family) is the number of currently married women aged 15-49 who say they alone or jointly have the final say in none of the three decisions, expressed as percentage decisions by total number of currently married women age 15-49 who have been interviewed.","Women‘s participation in decisions being made in their own households, that is households in which they usually live with their spouse and/or children with or without others, is widely accepted as a universal indicator of women‘s empowerment. The ability of women to make decisions that affect their personal circumstances is an essential element of their empowerment and serves as an important contributor to their overall development.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
SG.DMK.HLTH.FN.ZS,CC BY-4.0,Women participating in own health care decisions (% of women age 15-49),,Women Participating in own health care decisions is Percentage of currently married women aged 15-49 who say that they alone or jointly have the final say in own health care,Demographic and Health Surveys (DHS),Norms and Decision-making,,Annual,,"Women participating in own health care decisions is the number of currently married women aged 15-49 who say they alone or jointly with thier husband have the final say in own health care, expressed as percentage of currently married women aged 15-49 who have been interviewed and it's derived by dividing the number of currently married women aged 15-49 who responded they alone or jointly with thier husband have the final say in own health care by total number of currently married women age 15-49 who have been interviewed.","Women‘s participation in decisions being made in their own households, that is households in which they usually live with their spouse and/or children with or without others, is widely accepted as a universal indicator of women‘s empowerment. The ability of women to make decisions that affect their personal circumstances is an essential element of their empowerment and serves as an important contributor to their overall development.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
SG.DMK.ALLD.FN.ZS,CC BY-4.0,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",,"Women participating in the three decisions (own health care, major household purchases, and visiting family) is the percentage of currently married women aged 15-49 who say that they alone or jointly have the final say in all of the three decisions (own health care, large purchases and visits to family, relatives, and friends).",Demographic and Health Surveys (DHS),Norms and Decision-making,,Annual,,"Women participating in the three decisions (own health care, major household purchases, and visiting family) is the number of currently married women aged 15-49 who say they alone or jointly have the final say in the three decisions, expressed as percentage of currently married women age 15-49 who have been interviewed and It’s derived by dividing the number of currently married women aged 15-49 who responded they alone or jointly have the final say in the three decisions by total number of currently married women age 15-49 who have been interviewed.","Women‘s participation in decisions being made in their own households, that is households in which they usually live with their spouse and/or children with or without others, is widely accepted as a universal indicator of women‘s empowerment. The ability of women to make decisions that affect their personal circumstances is an essential element of their empowerment and serves as an important contributor to their overall development.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
